Price,Close,Monthly Return
Ticker,5347.KL,
Date,,
2022-06-01,7.004059314727783,-0.1278687821826221
2022-07-01,7.249816417694092,0.03508781007173134
2022-08-01,7.890538692474365,0.08837772405057187
2022-09-01,7.065497875213623,-0.10456077201010727
2022-10-01,7.566206455230713,0.07086670873875978
2022-11-01,8.464805603027344,0.1187648200077076
2022-12-01,8.653512001037598,0.022293057497122515
2023-01-01,8.464805603027344,-0.02180691469401408
2023-02-01,8.419876098632812,-0.0053078010885994065
2023-03-01,8.294072151184082,-0.014941306258551501
2023-04-01,8.2250337600708,-0.008323823310775635
2023-05-01,8.788774490356445,0.06853962509216394
2023-06-01,8.363659858703613,-0.048370183137511624
2023-07-01,8.8719482421875,0.06077344034441312
2023-08-01,9.09374713897705,0.025000021498644776
2023-09-01,9.23237133026123,0.015243902119294495
2023-10-01,9.314875602722168,0.008936411839340908
2023-11-01,9.399556159973145,0.009090895129745924
2023-12-01,9.446601867675781,0.005005098847430167
2024-01-01,10.086411476135254,0.06772907521896965
2024-02-01,10.59449577331543,0.05037314791115932
2024-03-01,10.707403182983398,0.010657176337957486
2024-04-01,11.53445053100586,0.07724070289394125
2024-05-01,12.57602310180664,0.09030101329932627
2024-06-01,13.289692878723145,0.05674844671794377
2024-07-01,13.579019546508789,0.021770756512278666
2024-08-01,14.119093894958496,0.03977270572443947
2024-09-01,13.926209449768066,-0.013661248138543969
2024-10-01,13.771193504333496,-0.011131237541250116
2024-11-01,13.398468017578125,-0.027065590693942543
2024-12-01,14.653961181640625,0.09370423263430983
2025-01-01,13.339617729187012,-0.08969202498641138
2025-02-01,13.339617729187012,0.0
2025-03-01,13.12382984161377,-0.016176467118776516
2025-04-01,13.4399995803833,0.024091270809303067
