Price,Close,Monthly Return
Ticker,2089.KL,
Date,,
2022-06-01,8.274872779846191,-0.04371592890011766
2022-07-01,8.452191352844238,0.021428555787578185
2022-08-01,8.747721672058105,0.034964934757945265
2022-09-01,8.475834846496582,-0.031080872912312874
2022-10-01,8.416728019714355,-0.006973569902280263
2022-11-01,8.594046592712402,0.021067399657291652
2022-12-01,9.691795349121094,0.1277336286889068
2023-01-01,9.818486213684082,0.013071970672025923
2023-02-01,10.451936721801758,0.06451610709956812
2023-03-01,10.388591766357422,-0.006060595000752733
2023-04-01,10.489943504333496,0.009756061288719975
2023-05-01,9.755141258239746,-0.0700482558166492
2023-06-01,9.805816650390625,0.005194736888927798
2023-07-01,10.122541427612305,0.03229968380135495
2023-08-01,10.033859252929688,-0.008760860631373601
2023-09-01,10.540619850158691,0.05050505338522071
2023-10-01,10.692647933959961,0.014423068658431903
2023-11-01,10.755992889404297,0.005924159837260801
2023-12-01,11.551780700683594,0.07398552783195167
2024-01-01,12.836753845214844,0.11123593650416241
2024-02-01,14.355359077453613,0.11830134398073389
2024-03-01,15.562455177307129,0.0840867924891806
2024-04-01,16.354206085205078,0.05087570687769527
2024-05-01,16.760000228881836,0.02481283050749017
2024-06-01,16.333332061767578,-0.025457527523120027
2024-07-01,17.466665267944336,0.06938775271884778
2024-08-01,17.333332061767578,-0.0076335811175964885
2024-09-01,17.453332901000977,0.006923125848265821
2024-10-01,17.906665802001953,0.025974001846660322
2024-11-01,20.200000762939453,0.12807157883524622
2024-12-01,20.719999313354492,0.025742501523518202
2025-01-01,20.399999618530273,-0.01544400122725742
2025-02-01,22.920000076293945,0.1235294365140398
2025-03-01,22.399999618530273,-0.022687628971760132
2025-04-01,22.5,0.00446430282021093
